name,distance_km,speed_kmph,price_basis,need_kwh,charger_kw,duration_h_base,duration_h_travel,duration_h_effective,best_price_start,best_price_mean_c_per_kwh,best_price_cost_AUD,best_price_emissions_kg,best_intensity_start,best_intensity_mean_g_per_kwh,best_intensity_cost_AUD,best_intensity_emissions_kg,cost_delta_AUD,emissions_delta_kg
Geelong,0.0,40.0,spot_c_per_kwh,10.0,50.0,0.2,0.0,0.2,2025-09-14 12:00:00+10:00,-4.455,-0.45,4.75,2025-09-08 12:00:00+10:00,233.4,-0.15,2.33,-0.3,2.42
Geelong,0.0,40.0,retailA_c_per_kwh,10.0,50.0,0.2,0.0,0.2,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 12:00:00+10:00,233.4,1.55,2.33,-0.3,2.42
Geelong,0.0,40.0,retailB_c_per_kwh,10.0,50.0,0.2,0.0,0.2,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 12:00:00+10:00,233.4,1.55,2.33,-0.3,2.42
Geelong,0.0,40.0,spot_c_per_kwh,20.0,7.0,2.86,0.0,2.86,2025-09-14 11:00:00+10:00,-4.371,-0.87,9.29,2025-09-08 10:00:00+10:00,235.7,-0.27,4.71,-0.6,4.58
Geelong,0.0,40.0,retailA_c_per_kwh,20.0,7.0,2.86,0.0,2.86,2025-09-14 11:00:00+10:00,12.629,2.53,9.29,2025-09-08 10:00:00+10:00,235.7,3.13,4.71,-0.6,4.58
Geelong,0.0,40.0,retailB_c_per_kwh,20.0,7.0,2.86,0.0,2.86,2025-09-14 11:00:00+10:00,12.629,2.53,9.29,2025-09-08 10:00:00+10:00,235.7,3.13,4.71,-0.6,4.58
Geelong,0.0,40.0,spot_c_per_kwh,20.0,11.0,1.82,0.0,1.82,2025-09-14 12:00:00+10:00,-4.455,-0.89,9.51,2025-09-08 11:00:00+10:00,232.9,-0.28,4.66,-0.61,4.85
Geelong,0.0,40.0,retailA_c_per_kwh,20.0,11.0,1.82,0.0,1.82,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,232.9,3.12,4.66,-0.61,4.85
Geelong,0.0,40.0,retailB_c_per_kwh,20.0,11.0,1.82,0.0,1.82,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,232.9,3.12,4.66,-0.61,4.85
Geelong,0.0,40.0,spot_c_per_kwh,20.0,50.0,0.4,0.0,0.4,2025-09-14 12:00:00+10:00,-4.455,-0.89,9.51,2025-09-08 11:00:00+10:00,233.3,-0.28,4.67,-0.61,4.84
Geelong,0.0,40.0,retailA_c_per_kwh,20.0,50.0,0.4,0.0,0.4,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,233.3,3.12,4.67,-0.61,4.84
Geelong,0.0,40.0,retailB_c_per_kwh,20.0,50.0,0.4,0.0,0.4,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,233.3,3.12,4.67,-0.61,4.84
Geelong,0.0,40.0,spot_c_per_kwh,40.0,7.0,5.71,0.0,5.71,2025-09-14 08:00:00+10:00,-3.371,-1.35,17.48,2025-09-08 09:00:00+10:00,243.5,-0.56,9.74,-0.79,7.74
Geelong,0.0,40.0,retailA_c_per_kwh,40.0,7.0,5.71,0.0,5.71,2025-09-14 08:00:00+10:00,13.629,5.45,17.48,2025-09-08 09:00:00+10:00,243.5,6.24,9.74,-0.79,7.74
Geelong,0.0,40.0,retailB_c_per_kwh,40.0,7.0,5.71,0.0,5.71,2025-09-14 08:00:00+10:00,13.629,5.45,17.48,2025-09-08 09:00:00+10:00,243.5,6.24,9.74,-0.79,7.74
Geelong,0.0,40.0,spot_c_per_kwh,40.0,11.0,3.64,0.0,3.64,2025-09-14 10:00:00+10:00,-4.178,-1.67,17.97,2025-09-08 10:00:00+10:00,236.7,-0.58,9.47,-1.09,8.5
Geelong,0.0,40.0,retailA_c_per_kwh,40.0,11.0,3.64,0.0,3.64,2025-09-14 10:00:00+10:00,12.822,5.13,17.97,2025-09-08 10:00:00+10:00,236.7,6.22,9.47,-1.09,8.5
Geelong,0.0,40.0,retailB_c_per_kwh,40.0,11.0,3.64,0.0,3.64,2025-09-14 10:00:00+10:00,12.822,5.13,17.97,2025-09-08 10:00:00+10:00,236.7,6.22,9.47,-1.09,8.5
Geelong,0.0,40.0,spot_c_per_kwh,40.0,50.0,0.8,0.0,0.8,2025-09-14 12:00:00+10:00,-4.455,-1.78,19.01,2025-09-08 11:00:00+10:00,232.9,-0.57,9.32,-1.21,9.69
Geelong,0.0,40.0,retailA_c_per_kwh,40.0,50.0,0.8,0.0,0.8,2025-09-14 12:00:00+10:00,12.545,5.02,19.01,2025-09-08 11:00:00+10:00,232.9,6.23,9.32,-1.21,9.69
Geelong,0.0,40.0,retailB_c_per_kwh,40.0,50.0,0.8,0.0,0.8,2025-09-14 12:00:00+10:00,12.545,5.02,19.01,2025-09-08 11:00:00+10:00,232.9,6.23,9.32,-1.21,9.69
Sorrento,0.0,40.0,spot_c_per_kwh,10.0,7.0,1.43,0.0,1.43,2025-09-14 12:00:00+10:00,-4.455,-0.45,4.75,2025-09-08 11:00:00+10:00,233.3,-0.14,2.33,-0.31,2.42
Sorrento,0.0,40.0,retailA_c_per_kwh,10.0,7.0,1.43,0.0,1.43,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 11:00:00+10:00,233.3,1.56,2.33,-0.31,2.42
Sorrento,0.0,40.0,retailB_c_per_kwh,10.0,7.0,1.43,0.0,1.43,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 11:00:00+10:00,233.3,1.56,2.33,-0.31,2.42
Sorrento,0.0,40.0,spot_c_per_kwh,10.0,11.0,0.91,0.0,0.91,2025-09-14 12:00:00+10:00,-4.455,-0.45,4.75,2025-09-08 11:00:00+10:00,232.8,-0.14,2.33,-0.31,2.42
Sorrento,0.0,40.0,retailA_c_per_kwh,10.0,11.0,0.91,0.0,0.91,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 11:00:00+10:00,232.8,1.56,2.33,-0.31,2.42
Sorrento,0.0,40.0,retailB_c_per_kwh,10.0,11.0,0.91,0.0,0.91,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 11:00:00+10:00,232.8,1.56,2.33,-0.31,2.42
Sorrento,0.0,40.0,spot_c_per_kwh,10.0,50.0,0.2,0.0,0.2,2025-09-14 12:00:00+10:00,-4.455,-0.45,4.75,2025-09-08 12:00:00+10:00,233.4,-0.15,2.33,-0.3,2.42
Sorrento,0.0,40.0,retailA_c_per_kwh,10.0,50.0,0.2,0.0,0.2,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 12:00:00+10:00,233.4,1.55,2.33,-0.3,2.42
Sorrento,0.0,40.0,retailB_c_per_kwh,10.0,50.0,0.2,0.0,0.2,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 12:00:00+10:00,233.4,1.55,2.33,-0.3,2.42
Sorrento,0.0,40.0,spot_c_per_kwh,20.0,7.0,2.86,0.0,2.86,2025-09-14 11:00:00+10:00,-4.371,-0.87,9.29,2025-09-08 10:00:00+10:00,235.7,-0.27,4.71,-0.6,4.58
Sorrento,0.0,40.0,retailA_c_per_kwh,20.0,7.0,2.86,0.0,2.86,2025-09-14 11:00:00+10:00,12.629,2.53,9.29,2025-09-08 10:00:00+10:00,235.7,3.13,4.71,-0.6,4.58
Sorrento,0.0,40.0,retailB_c_per_kwh,20.0,7.0,2.86,0.0,2.86,2025-09-14 11:00:00+10:00,12.629,2.53,9.29,2025-09-08 10:00:00+10:00,235.7,3.13,4.71,-0.6,4.58
Sorrento,0.0,40.0,spot_c_per_kwh,20.0,11.0,1.82,0.0,1.82,2025-09-14 12:00:00+10:00,-4.455,-0.89,9.51,2025-09-08 11:00:00+10:00,232.9,-0.28,4.66,-0.61,4.85
Sorrento,0.0,40.0,retailA_c_per_kwh,20.0,11.0,1.82,0.0,1.82,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,232.9,3.12,4.66,-0.61,4.85
Sorrento,0.0,40.0,retailB_c_per_kwh,20.0,11.0,1.82,0.0,1.82,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,232.9,3.12,4.66,-0.61,4.85
Sorrento,0.0,40.0,spot_c_per_kwh,20.0,50.0,0.4,0.0,0.4,2025-09-14 12:00:00+10:00,-4.455,-0.89,9.51,2025-09-08 11:00:00+10:00,233.3,-0.28,4.67,-0.61,4.84
Sorrento,0.0,40.0,retailA_c_per_kwh,20.0,50.0,0.4,0.0,0.4,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,233.3,3.12,4.67,-0.61,4.84
Sorrento,0.0,40.0,retailB_c_per_kwh,20.0,50.0,0.4,0.0,0.4,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,233.3,3.12,4.67,-0.61,4.84
Sorrento,0.0,40.0,spot_c_per_kwh,40.0,7.0,5.71,0.0,5.71,2025-09-14 08:00:00+10:00,-3.371,-1.35,17.48,2025-09-08 09:00:00+10:00,243.5,-0.56,9.74,-0.79,7.74
Sorrento,0.0,40.0,retailA_c_per_kwh,40.0,7.0,5.71,0.0,5.71,2025-09-14 08:00:00+10:00,13.629,5.45,17.48,2025-09-08 09:00:00+10:00,243.5,6.24,9.74,-0.79,7.74
Sorrento,0.0,40.0,retailB_c_per_kwh,40.0,7.0,5.71,0.0,5.71,2025-09-14 08:00:00+10:00,13.629,5.45,17.48,2025-09-08 09:00:00+10:00,243.5,6.24,9.74,-0.79,7.74
Sorrento,0.0,40.0,spot_c_per_kwh,40.0,11.0,3.64,0.0,3.64,2025-09-14 10:00:00+10:00,-4.178,-1.67,17.97,2025-09-08 10:00:00+10:00,236.7,-0.58,9.47,-1.09,8.5
Sorrento,0.0,40.0,retailA_c_per_kwh,40.0,11.0,3.64,0.0,3.64,2025-09-14 10:00:00+10:00,12.822,5.13,17.97,2025-09-08 10:00:00+10:00,236.7,6.22,9.47,-1.09,8.5
Sorrento,0.0,40.0,retailB_c_per_kwh,40.0,11.0,3.64,0.0,3.64,2025-09-14 10:00:00+10:00,12.822,5.13,17.97,2025-09-08 10:00:00+10:00,236.7,6.22,9.47,-1.09,8.5
Sorrento,0.0,40.0,spot_c_per_kwh,40.0,50.0,0.8,0.0,0.8,2025-09-14 12:00:00+10:00,-4.455,-1.78,19.01,2025-09-08 11:00:00+10:00,232.9,-0.57,9.32,-1.21,9.69
Sorrento,0.0,40.0,retailA_c_per_kwh,40.0,50.0,0.8,0.0,0.8,2025-09-14 12:00:00+10:00,12.545,5.02,19.01,2025-09-08 11:00:00+10:00,232.9,6.23,9.32,-1.21,9.69
Sorrento,0.0,40.0,retailB_c_per_kwh,40.0,50.0,0.8,0.0,0.8,2025-09-14 12:00:00+10:00,12.545,5.02,19.01,2025-09-08 11:00:00+10:00,232.9,6.23,9.32,-1.21,9.69
Yarra Valley,4.6,40.0,spot_c_per_kwh,10.0,7.0,1.43,0.23,1.66,2025-09-14 12:00:00+10:00,-4.455,1.85,4.75,2025-09-08 11:00:00+10:00,233.0,2.16,2.33,-0.31,2.42
Yarra Valley,4.6,40.0,retailA_c_per_kwh,10.0,7.0,1.43,0.23,1.66,2025-09-14 12:00:00+10:00,12.545,3.55,4.75,2025-09-08 11:00:00+10:00,233.0,3.86,2.33,-0.31,2.42
Yarra Valley,4.6,40.0,retailB_c_per_kwh,10.0,7.0,1.43,0.23,1.66,2025-09-14 12:00:00+10:00,12.545,3.55,4.75,2025-09-08 11:00:00+10:00,233.0,3.86,2.33,-0.31,2.42
Yarra Valley,4.6,40.0,spot_c_per_kwh,10.0,11.0,0.91,0.23,1.14,2025-09-14 12:00:00+10:00,-4.455,1.85,4.75,2025-09-08 12:00:00+10:00,232.9,2.15,2.33,-0.3,2.42
Yarra Valley,4.6,40.0,retailA_c_per_kwh,10.0,11.0,0.91,0.23,1.14,2025-09-14 12:00:00+10:00,12.545,3.55,4.75,2025-09-08 12:00:00+10:00,232.9,3.85,2.33,-0.3,2.42
Yarra Valley,4.6,40.0,retailB_c_per_kwh,10.0,11.0,0.91,0.23,1.14,2025-09-14 12:00:00+10:00,12.545,3.55,4.75,2025-09-08 12:00:00+10:00,232.9,3.85,2.33,-0.3,2.42
Yarra Valley,4.6,40.0,spot_c_per_kwh,10.0,50.0,0.2,0.23,0.43,2025-09-14 12:00:00+10:00,-4.455,1.85,4.75,2025-09-08 11:00:00+10:00,233.3,2.16,2.33,-0.31,2.42
Yarra Valley,4.6,40.0,retailA_c_per_kwh,10.0,50.0,0.2,0.23,0.43,2025-09-14 12:00:00+10:00,12.545,3.55,4.75,2025-09-08 11:00:00+10:00,233.3,3.86,2.33,-0.31,2.42
Yarra Valley,4.6,40.0,retailB_c_per_kwh,10.0,50.0,0.2,0.23,0.43,2025-09-14 12:00:00+10:00,12.545,3.55,4.75,2025-09-08 11:00:00+10:00,233.3,3.86,2.33,-0.31,2.42
Yarra Valley,4.6,40.0,spot_c_per_kwh,20.0,7.0,2.86,0.23,3.09,2025-09-14 10:00:00+10:00,-4.178,1.46,8.99,2025-09-08 10:00:00+10:00,235.7,2.02,4.71,-0.56,4.28
Yarra Valley,4.6,40.0,retailA_c_per_kwh,20.0,7.0,2.86,0.23,3.09,2025-09-14 10:00:00+10:00,12.822,4.86,8.99,2025-09-08 10:00:00+10:00,235.7,5.42,4.71,-0.56,4.28
Yarra Valley,4.6,40.0,retailB_c_per_kwh,20.0,7.0,2.86,0.23,3.09,2025-09-14 10:00:00+10:00,12.822,4.86,8.99,2025-09-08 10:00:00+10:00,235.7,5.42,4.71,-0.56,4.28
Yarra Valley,4.6,40.0,spot_c_per_kwh,20.0,11.0,1.82,0.23,2.05,2025-09-14 11:00:00+10:00,-4.371,1.43,9.29,2025-09-08 11:00:00+10:00,233.0,2.01,4.66,-0.58,4.63
Yarra Valley,4.6,40.0,retailA_c_per_kwh,20.0,11.0,1.82,0.23,2.05,2025-09-14 11:00:00+10:00,12.629,4.83,9.29,2025-09-08 11:00:00+10:00,233.0,5.41,4.66,-0.58,4.63
Yarra Valley,4.6,40.0,retailB_c_per_kwh,20.0,11.0,1.82,0.23,2.05,2025-09-14 11:00:00+10:00,12.629,4.83,9.29,2025-09-08 11:00:00+10:00,233.0,5.41,4.66,-0.58,4.63
Yarra Valley,4.6,40.0,spot_c_per_kwh,20.0,50.0,0.4,0.23,0.63,2025-09-14 12:00:00+10:00,-4.455,1.41,9.51,2025-09-08 11:00:00+10:00,233.1,2.02,4.66,-0.61,4.85
Yarra Valley,4.6,40.0,retailA_c_per_kwh,20.0,50.0,0.4,0.23,0.63,2025-09-14 12:00:00+10:00,12.545,4.81,9.51,2025-09-08 11:00:00+10:00,233.1,5.42,4.66,-0.61,4.85
Yarra Valley,4.6,40.0,retailB_c_per_kwh,20.0,50.0,0.4,0.23,0.63,2025-09-14 12:00:00+10:00,12.545,4.81,9.51,2025-09-08 11:00:00+10:00,233.1,5.42,4.66,-0.61,4.85
Yarra Valley,4.6,40.0,spot_c_per_kwh,40.0,7.0,5.71,0.23,5.94,2025-09-14 08:00:00+10:00,-3.371,0.95,17.48,2025-09-08 09:00:00+10:00,244.1,1.74,9.76,-0.79,7.72
Yarra Valley,4.6,40.0,retailA_c_per_kwh,40.0,7.0,5.71,0.23,5.94,2025-09-14 08:00:00+10:00,13.629,7.75,17.48,2025-09-08 09:00:00+10:00,244.1,8.54,9.76,-0.79,7.72
Yarra Valley,4.6,40.0,retailB_c_per_kwh,40.0,7.0,5.71,0.23,5.94,2025-09-14 08:00:00+10:00,13.629,7.75,17.48,2025-09-08 09:00:00+10:00,244.1,8.54,9.76,-0.79,7.72
Yarra Valley,4.6,40.0,spot_c_per_kwh,40.0,11.0,3.64,0.23,3.87,2025-09-14 10:00:00+10:00,-4.178,0.63,17.97,2025-09-08 10:00:00+10:00,237.0,1.71,9.48,-1.08,8.49
Yarra Valley,4.6,40.0,retailA_c_per_kwh,40.0,11.0,3.64,0.23,3.87,2025-09-14 10:00:00+10:00,12.822,7.43,17.97,2025-09-08 10:00:00+10:00,237.0,8.51,9.48,-1.08,8.49
Yarra Valley,4.6,40.0,retailB_c_per_kwh,40.0,11.0,3.64,0.23,3.87,2025-09-14 10:00:00+10:00,12.822,7.43,17.97,2025-09-08 10:00:00+10:00,237.0,8.51,9.48,-1.08,8.49
Yarra Valley,4.6,40.0,spot_c_per_kwh,40.0,50.0,0.8,0.23,1.03,2025-09-14 12:00:00+10:00,-4.455,0.52,19.01,2025-09-08 12:00:00+10:00,231.8,1.71,9.27,-1.19,9.74
Yarra Valley,4.6,40.0,retailA_c_per_kwh,40.0,50.0,0.8,0.23,1.03,2025-09-14 12:00:00+10:00,12.545,7.32,19.01,2025-09-08 12:00:00+10:00,231.8,8.51,9.27,-1.19,9.74
Yarra Valley,4.6,40.0,retailB_c_per_kwh,40.0,50.0,0.8,0.23,1.03,2025-09-14 12:00:00+10:00,12.545,7.32,19.01,2025-09-08 12:00:00+10:00,231.8,8.51,9.27,-1.19,9.74
Cranbourne,0.0,40.0,spot_c_per_kwh,10.0,7.0,1.43,0.0,1.43,2025-09-14 12:00:00+10:00,-4.455,-0.45,4.75,2025-09-08 11:00:00+10:00,233.3,-0.14,2.33,-0.31,2.42
Cranbourne,0.0,40.0,retailA_c_per_kwh,10.0,7.0,1.43,0.0,1.43,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 11:00:00+10:00,233.3,1.56,2.33,-0.31,2.42
Cranbourne,0.0,40.0,retailB_c_per_kwh,10.0,7.0,1.43,0.0,1.43,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 11:00:00+10:00,233.3,1.56,2.33,-0.31,2.42
Cranbourne,0.0,40.0,spot_c_per_kwh,10.0,11.0,0.91,0.0,0.91,2025-09-14 12:00:00+10:00,-4.455,-0.45,4.75,2025-09-08 11:00:00+10:00,232.8,-0.14,2.33,-0.31,2.42
Cranbourne,0.0,40.0,retailA_c_per_kwh,10.0,11.0,0.91,0.0,0.91,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 11:00:00+10:00,232.8,1.56,2.33,-0.31,2.42
Cranbourne,0.0,40.0,retailB_c_per_kwh,10.0,11.0,0.91,0.0,0.91,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 11:00:00+10:00,232.8,1.56,2.33,-0.31,2.42
Cranbourne,0.0,40.0,spot_c_per_kwh,10.0,50.0,0.2,0.0,0.2,2025-09-14 12:00:00+10:00,-4.455,-0.45,4.75,2025-09-08 12:00:00+10:00,233.4,-0.15,2.33,-0.3,2.42
Cranbourne,0.0,40.0,retailA_c_per_kwh,10.0,50.0,0.2,0.0,0.2,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 12:00:00+10:00,233.4,1.55,2.33,-0.3,2.42
Cranbourne,0.0,40.0,retailB_c_per_kwh,10.0,50.0,0.2,0.0,0.2,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 12:00:00+10:00,233.4,1.55,2.33,-0.3,2.42
Cranbourne,0.0,40.0,spot_c_per_kwh,20.0,7.0,2.86,0.0,2.86,2025-09-14 11:00:00+10:00,-4.371,-0.87,9.29,2025-09-08 10:00:00+10:00,235.7,-0.27,4.71,-0.6,4.58
Cranbourne,0.0,40.0,retailA_c_per_kwh,20.0,7.0,2.86,0.0,2.86,2025-09-14 11:00:00+10:00,12.629,2.53,9.29,2025-09-08 10:00:00+10:00,235.7,3.13,4.71,-0.6,4.58
Cranbourne,0.0,40.0,retailB_c_per_kwh,20.0,7.0,2.86,0.0,2.86,2025-09-14 11:00:00+10:00,12.629,2.53,9.29,2025-09-08 10:00:00+10:00,235.7,3.13,4.71,-0.6,4.58
Cranbourne,0.0,40.0,spot_c_per_kwh,20.0,11.0,1.82,0.0,1.82,2025-09-14 12:00:00+10:00,-4.455,-0.89,9.51,2025-09-08 11:00:00+10:00,232.9,-0.28,4.66,-0.61,4.85
Cranbourne,0.0,40.0,retailA_c_per_kwh,20.0,11.0,1.82,0.0,1.82,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,232.9,3.12,4.66,-0.61,4.85
Cranbourne,0.0,40.0,retailB_c_per_kwh,20.0,11.0,1.82,0.0,1.82,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,232.9,3.12,4.66,-0.61,4.85
Cranbourne,0.0,40.0,spot_c_per_kwh,20.0,50.0,0.4,0.0,0.4,2025-09-14 12:00:00+10:00,-4.455,-0.89,9.51,2025-09-08 11:00:00+10:00,233.3,-0.28,4.67,-0.61,4.84
Cranbourne,0.0,40.0,retailA_c_per_kwh,20.0,50.0,0.4,0.0,0.4,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,233.3,3.12,4.67,-0.61,4.84
Cranbourne,0.0,40.0,retailB_c_per_kwh,20.0,50.0,0.4,0.0,0.4,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,233.3,3.12,4.67,-0.61,4.84
Cranbourne,0.0,40.0,spot_c_per_kwh,40.0,7.0,5.71,0.0,5.71,2025-09-14 08:00:00+10:00,-3.371,-1.35,17.48,2025-09-08 09:00:00+10:00,243.5,-0.56,9.74,-0.79,7.74
Cranbourne,0.0,40.0,retailA_c_per_kwh,40.0,7.0,5.71,0.0,5.71,2025-09-14 08:00:00+10:00,13.629,5.45,17.48,2025-09-08 09:00:00+10:00,243.5,6.24,9.74,-0.79,7.74
Cranbourne,0.0,40.0,retailB_c_per_kwh,40.0,7.0,5.71,0.0,5.71,2025-09-14 08:00:00+10:00,13.629,5.45,17.48,2025-09-08 09:00:00+10:00,243.5,6.24,9.74,-0.79,7.74
Cranbourne,0.0,40.0,spot_c_per_kwh,40.0,11.0,3.64,0.0,3.64,2025-09-14 10:00:00+10:00,-4.178,-1.67,17.97,2025-09-08 10:00:00+10:00,236.7,-0.58,9.47,-1.09,8.5
Cranbourne,0.0,40.0,retailA_c_per_kwh,40.0,11.0,3.64,0.0,3.64,2025-09-14 10:00:00+10:00,12.822,5.13,17.97,2025-09-08 10:00:00+10:00,236.7,6.22,9.47,-1.09,8.5
Cranbourne,0.0,40.0,retailB_c_per_kwh,40.0,11.0,3.64,0.0,3.64,2025-09-14 10:00:00+10:00,12.822,5.13,17.97,2025-09-08 10:00:00+10:00,236.7,6.22,9.47,-1.09,8.5
Cranbourne,0.0,40.0,spot_c_per_kwh,40.0,50.0,0.8,0.0,0.8,2025-09-14 12:00:00+10:00,-4.455,-1.78,19.01,2025-09-08 11:00:00+10:00,232.9,-0.57,9.32,-1.21,9.69
Cranbourne,0.0,40.0,retailA_c_per_kwh,40.0,50.0,0.8,0.0,0.8,2025-09-14 12:00:00+10:00,12.545,5.02,19.01,2025-09-08 11:00:00+10:00,232.9,6.23,9.32,-1.21,9.69
Cranbourne,0.0,40.0,retailB_c_per_kwh,40.0,50.0,0.8,0.0,0.8,2025-09-14 12:00:00+10:00,12.545,5.02,19.01,2025-09-08 11:00:00+10:00,232.9,6.23,9.32,-1.21,9.69
Wallan,0.0,40.0,spot_c_per_kwh,10.0,7.0,1.43,0.0,1.43,2025-09-14 12:00:00+10:00,-4.455,-0.45,4.75,2025-09-08 11:00:00+10:00,233.3,-0.14,2.33,-0.31,2.42
Wallan,0.0,40.0,retailA_c_per_kwh,10.0,7.0,1.43,0.0,1.43,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 11:00:00+10:00,233.3,1.56,2.33,-0.31,2.42
Wallan,0.0,40.0,retailB_c_per_kwh,10.0,7.0,1.43,0.0,1.43,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 11:00:00+10:00,233.3,1.56,2.33,-0.31,2.42
Wallan,0.0,40.0,spot_c_per_kwh,10.0,11.0,0.91,0.0,0.91,2025-09-14 12:00:00+10:00,-4.455,-0.45,4.75,2025-09-08 11:00:00+10:00,232.8,-0.14,2.33,-0.31,2.42
Wallan,0.0,40.0,retailA_c_per_kwh,10.0,11.0,0.91,0.0,0.91,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 11:00:00+10:00,232.8,1.56,2.33,-0.31,2.42
Wallan,0.0,40.0,retailB_c_per_kwh,10.0,11.0,0.91,0.0,0.91,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 11:00:00+10:00,232.8,1.56,2.33,-0.31,2.42
Wallan,0.0,40.0,spot_c_per_kwh,10.0,50.0,0.2,0.0,0.2,2025-09-14 12:00:00+10:00,-4.455,-0.45,4.75,2025-09-08 12:00:00+10:00,233.4,-0.15,2.33,-0.3,2.42
Wallan,0.0,40.0,retailA_c_per_kwh,10.0,50.0,0.2,0.0,0.2,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 12:00:00+10:00,233.4,1.55,2.33,-0.3,2.42
Wallan,0.0,40.0,retailB_c_per_kwh,10.0,50.0,0.2,0.0,0.2,2025-09-14 12:00:00+10:00,12.545,1.25,4.75,2025-09-08 12:00:00+10:00,233.4,1.55,2.33,-0.3,2.42
Wallan,0.0,40.0,spot_c_per_kwh,20.0,7.0,2.86,0.0,2.86,2025-09-14 11:00:00+10:00,-4.371,-0.87,9.29,2025-09-08 10:00:00+10:00,235.7,-0.27,4.71,-0.6,4.58
Wallan,0.0,40.0,retailA_c_per_kwh,20.0,7.0,2.86,0.0,2.86,2025-09-14 11:00:00+10:00,12.629,2.53,9.29,2025-09-08 10:00:00+10:00,235.7,3.13,4.71,-0.6,4.58
Wallan,0.0,40.0,retailB_c_per_kwh,20.0,7.0,2.86,0.0,2.86,2025-09-14 11:00:00+10:00,12.629,2.53,9.29,2025-09-08 10:00:00+10:00,235.7,3.13,4.71,-0.6,4.58
Wallan,0.0,40.0,spot_c_per_kwh,20.0,11.0,1.82,0.0,1.82,2025-09-14 12:00:00+10:00,-4.455,-0.89,9.51,2025-09-08 11:00:00+10:00,232.9,-0.28,4.66,-0.61,4.85
Wallan,0.0,40.0,retailA_c_per_kwh,20.0,11.0,1.82,0.0,1.82,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,232.9,3.12,4.66,-0.61,4.85
Wallan,0.0,40.0,retailB_c_per_kwh,20.0,11.0,1.82,0.0,1.82,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,232.9,3.12,4.66,-0.61,4.85
Wallan,0.0,40.0,spot_c_per_kwh,20.0,50.0,0.4,0.0,0.4,2025-09-14 12:00:00+10:00,-4.455,-0.89,9.51,2025-09-08 11:00:00+10:00,233.3,-0.28,4.67,-0.61,4.84
Wallan,0.0,40.0,retailA_c_per_kwh,20.0,50.0,0.4,0.0,0.4,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,233.3,3.12,4.67,-0.61,4.84
Wallan,0.0,40.0,retailB_c_per_kwh,20.0,50.0,0.4,0.0,0.4,2025-09-14 12:00:00+10:00,12.545,2.51,9.51,2025-09-08 11:00:00+10:00,233.3,3.12,4.67,-0.61,4.84
Wallan,0.0,40.0,spot_c_per_kwh,40.0,7.0,5.71,0.0,5.71,2025-09-14 08:00:00+10:00,-3.371,-1.35,17.48,2025-09-08 09:00:00+10:00,243.5,-0.56,9.74,-0.79,7.74
