local_time,y_true,y_hat
2025-09-01 09:00:00+10:00,514.3737050611787,517.778663907954
2025-09-01 10:00:00+10:00,392.5594954928175,416.3820433384037
2025-09-01 11:00:00+10:00,344.8002195534156,341.3367289149966
2025-09-01 12:00:00+10:00,333.7230544250991,314.67947461653654
2025-09-01 13:00:00+10:00,328.8306707441019,313.9533912670869
2025-09-01 14:00:00+10:00,368.0015437376692,331.37196857453114
2025-09-01 15:00:00+10:00,466.47932750262896,391.5916296187987
2025-09-01 16:00:00+10:00,568.5790463513518,502.4420844164199
2025-09-01 17:00:00+10:00,605.8097953473588,638.0028631384603
2025-09-01 18:00:00+10:00,660.7848403195593,616.6211983603189
2025-09-01 19:00:00+10:00,665.8537317626885,666.0375805241918
2025-09-01 20:00:00+10:00,693.014780175671,667.6696643669403
2025-09-01 21:00:00+10:00,715.0022294862858,705.8211831589035
2025-09-01 22:00:00+10:00,729.8470649645399,725.400061909895
2025-09-01 23:00:00+10:00,742.2890483233535,740.8918298037635
2025-09-02 00:00:00+10:00,754.5795732266814,748.6287186140861
2025-09-02 01:00:00+10:00,757.7571537840755,756.6272810199829
2025-09-02 02:00:00+10:00,758.9312071866952,752.7454542974068
2025-09-02 03:00:00+10:00,751.9962089788321,754.4328650535462
2025-09-02 04:00:00+10:00,722.3114686011123,750.2948030229422
2025-09-02 05:00:00+10:00,700.5928370609375,715.9264779492584
2025-09-02 06:00:00+10:00,657.3889884372778,669.9266998820578
2025-09-02 07:00:00+10:00,568.8833531876244,590.3847415513088
2025-09-02 08:00:00+10:00,454.8645490678217,481.72149181861096
2025-09-02 09:00:00+10:00,391.6429612801676,433.10151149360746
2025-09-02 10:00:00+10:00,304.98891169543566,367.86682171670833
2025-09-02 11:00:00+10:00,283.63608027379246,305.11790228307774
2025-09-02 12:00:00+10:00,284.96409378990074,295.7041266299078
2025-09-02 13:00:00+10:00,292.1434184167422,306.4834938427699
2025-09-02 14:00:00+10:00,301.3339195010293,317.92420150408145
2025-09-02 15:00:00+10:00,345.03266657913184,376.8974067196432
2025-09-02 16:00:00+10:00,450.2940667840347,478.21739682731965
2025-09-02 17:00:00+10:00,516.7242475138303,572.1162647528736
2025-09-02 18:00:00+10:00,582.2906004144461,579.8511153568018
2025-09-02 19:00:00+10:00,593.3816677426383,600.6824932591002
2025-09-02 20:00:00+10:00,601.0685218131068,598.503404350681
2025-09-02 21:00:00+10:00,602.859948941595,608.4303090784659
2025-09-02 22:00:00+10:00,601.1896690486666,603.8404030663885
2025-09-02 23:00:00+10:00,599.1578079807098,600.4398010343464
2025-09-03 00:00:00+10:00,602.7852315403792,586.3536982556373
2025-09-03 01:00:00+10:00,611.3251551120202,588.6082134470945
2025-09-03 02:00:00+10:00,631.9728253906765,611.3937758228191
2025-09-03 03:00:00+10:00,606.191290287346,636.0925804920466
2025-09-03 04:00:00+10:00,597.0197184785161,617.1768766079734
2025-09-03 05:00:00+10:00,599.1287734153184,582.7197226801062
2025-09-03 06:00:00+10:00,578.5381661379449,588.4065972619303
2025-09-03 07:00:00+10:00,526.5854399000343,554.1998220536248
2025-09-03 08:00:00+10:00,383.5108811947017,447.2351610180297
2025-09-03 09:00:00+10:00,289.33588980183924,347.7068397987446
2025-09-03 10:00:00+10:00,283.062956360728,264.5647748907611
2025-09-03 11:00:00+10:00,256.95205913979163,257.56927323516703
2025-09-03 12:00:00+10:00,258.19597527974344,252.75358032348913
2025-09-03 13:00:00+10:00,250.1444777331001,262.10059983865636
2025-09-03 14:00:00+10:00,265.1611641682392,277.1075428605697
2025-09-03 15:00:00+10:00,294.48768632364914,315.51459877008085
2025-09-03 16:00:00+10:00,416.9569101443249,361.1767343638881
2025-09-03 17:00:00+10:00,526.1902256161349,543.0998469747799
2025-09-03 18:00:00+10:00,594.9682400079591,572.8054449327929
2025-09-03 19:00:00+10:00,606.425353787133,598.9708501408612
2025-09-03 20:00:00+10:00,618.0231819838463,620.5925142984793
2025-09-03 21:00:00+10:00,633.2841674991661,621.5767827559342
2025-09-03 22:00:00+10:00,635.9975960811468,642.475637441383
2025-09-03 23:00:00+10:00,634.6974603325533,648.8897514075958
2025-09-04 00:00:00+10:00,636.5121616197155,634.8046661577312
2025-09-04 01:00:00+10:00,642.3197708397727,644.2615183771925
2025-09-04 02:00:00+10:00,649.7208303868908,644.1733140265969
2025-09-04 03:00:00+10:00,636.3155215149872,642.2785836871955
